year_month,community,zone,is_freehold,secondary_price_per_sqft_usd,secondary_price_per_m2_usd,offplan_price_per_sqft_usd,rental_price_per_sqft_annual_usd,n_listings_secondary,n_listings_offplan,n_listings_rental,cbuae_base_rate_pct,avg_mortgage_rate_pct
2023-04,Emirates Hills,Emirates Hills,True,1174,12636,1360.0,76,132,68,32,4.4,5.9
2023-05,Emirates Hills,Emirates Hills,True,1233,13273,1368.0,80,65,24,18,4.4,5.9
2023-06,Emirates Hills,Emirates Hills,True,1252,13475,1383.0,81,116,52,47,4.4,5.9
2023-07,Emirates Hills,Emirates Hills,True,1276,13736,1414.0,83,22,73,27,5.4,6.9
2023-08,Emirates Hills,Emirates Hills,True,1312,14119,1419.0,85,98,24,66,5.4,6.9
2023-09,Emirates Hills,Emirates Hills,True,1332,14342,1517.0,87,130,35,58,5.4,6.9
2023-10,Emirates Hills,Emirates Hills,True,1376,14815,1460.0,89,107,53,57,5.4,6.9
2023-11,Emirates Hills,Emirates Hills,True,1374,14785,1516.0,89,23,71,19,5.4,6.9
2023-12,Emirates Hills,Emirates Hills,True,1349,14518,1524.0,88,139,65,11,5.4,6.9
2024-01,Emirates Hills,Emirates Hills,True,1325,14260,1406.0,86,125,34,43,5.4,6.9
2024-02,Emirates Hills,Emirates Hills,True,1314,14140,1463.0,85,138,62,115,5.4,6.9
2024-03,Emirates Hills,Emirates Hills,True,1314,14139,1471.0,85,53,49,96,5.4,6.9
2024-04,Emirates Hills,Emirates Hills,True,1295,13935,1449.0,84,81,72,21,5.4,6.9
2024-05,Emirates Hills,Emirates Hills,True,1216,13094,1286.0,79,45,44,43,5.4,6.9
2024-06,Emirates Hills,Emirates Hills,True,1326,14269,1539.0,86,28,14,82,5.4,6.9
2024-07,Emirates Hills,Emirates Hills,True,1305,14051,1487.0,85,86,61,31,4.65,6.15
2024-08,Emirates Hills,Emirates Hills,True,1293,13917,1415.0,84,107,54,115,4.65,6.15
2024-09,Emirates Hills,Emirates Hills,True,1274,13715,1408.0,83,29,69,111,4.65,6.15
2024-10,Emirates Hills,Emirates Hills,True,1279,13763,1389.0,83,108,12,90,4.65,6.15
2024-11,Emirates Hills,Emirates Hills,True,1272,13696,1387.0,83,147,38,10,4.65,6.15
2024-12,Emirates Hills,Emirates Hills,True,1242,13368,1395.0,81,55,16,48,4.65,6.15
2025-01,Emirates Hills,Emirates Hills,True,1252,13476,1347.0,81,47,5,95,4.65,6.15
2025-02,Emirates Hills,Emirates Hills,True,1264,13601,1373.0,82,55,12,21,4.65,6.15
2025-03,Emirates Hills,Emirates Hills,True,1304,14035,1471.0,85,145,40,28,4.65,6.15
2025-04,Emirates Hills,Emirates Hills,True,1277,13749,1403.0,83,102,11,13,4.65,6.15
2025-05,Emirates Hills,Emirates Hills,True,1246,13408,1311.0,81,49,49,20,4.65,6.15
2025-06,Emirates Hills,Emirates Hills,True,1213,13060,1363.0,79,64,43,49,4.65,6.15
2025-07,Emirates Hills,Emirates Hills,True,1297,13960,1429.0,84,72,17,22,4.0,5.5
2025-08,Emirates Hills,Emirates Hills,True,1239,13337,1292.0,81,101,62,42,4.0,5.5
2025-09,Emirates Hills,Emirates Hills,True,1286,13840,1425.0,84,170,42,48,4.0,5.5
2025-10,Emirates Hills,Emirates Hills,True,1228,13223,1345.0,80,93,74,75,4.0,5.5
2025-11,Emirates Hills,Emirates Hills,True,1272,13692,1437.0,83,164,66,104,4.0,5.5
2025-12,Emirates Hills,Emirates Hills,True,1308,14080,1447.0,85,43,73,111,4.0,5.5
2026-01,Emirates Hills,Emirates Hills,True,1241,13358,1283.0,81,104,11,52,4.0,5.5
2026-02,Emirates Hills,Emirates Hills,True,1311,14108,1416.0,85,145,58,44,4.0,5.5
2026-03,Emirates Hills,Emirates Hills,True,1303,14026,1382.0,85,18,77,92,4.0,5.5
2026-04,Emirates Hills,Emirates Hills,True,1229,13227,1391.0,80,110,35,74,4.0,5.5
2020-01,Pearl Jumeira,Jumeirah,True,762,8198,865.0,50,33,56,69,1.5,3.0
2020-02,Pearl Jumeira,Jumeirah,True,735,7915,811.0,48,125,49,82,1.5,3.0
2020-03,Pearl Jumeira,Jumeirah,True,764,8219,858.0,50,120,38,69,1.5,3.0
2020-04,Pearl Jumeira,Jumeirah,True,727,7830,828.0,47,163,41,55,0.4,1.9
2020-05,Pearl Jumeira,Jumeirah,True,718,7726,760.0,47,143,70,72,0.4,1.9
2020-06,Pearl Jumeira,Jumeirah,True,697,7502,740.0,45,160,29,43,0.4,1.9
2020-07,Pearl Jumeira,Jumeirah,True,743,7995,846.0,48,109,33,116,0.4,1.9
2020-08,Pearl Jumeira,Jumeirah,True,657,7075,715.0,43,99,66,19,0.4,1.9
2020-09,Pearl Jumeira,Jumeirah,True,673,7247,750.0,44,60,23,52,0.4,1.9
2020-10,Pearl Jumeira,Jumeirah,True,658,7085,708.0,43,15,75,39,0.4,1.9
2020-11,Pearl Jumeira,Jumeirah,True,687,7399,777.0,45,70,17,115,0.4,1.9
2020-12,Pearl Jumeira,Jumeirah,True,688,7409,751.0,45,63,77,39,0.4,1.9
2021-01,Pearl Jumeira,Jumeirah,True,738,7941,824.0,48,179,75,27,0.4,1.9
2021-02,Pearl Jumeira,Jumeirah,True,742,7991,822.0,48,28,76,35,0.4,1.9
2021-03,Pearl Jumeira,Jumeirah,True,735,7910,814.0,48,76,26,95,0.4,1.9
2021-04,Pearl Jumeira,Jumeirah,True,758,8154,844.0,49,89,64,118,0.4,1.9
2021-05,Pearl Jumeira,Jumeirah,True,763,8210,809.0,50,125,72,78,0.4,1.9
2021-06,Pearl Jumeira,Jumeirah,True,785,8452,853.0,51,130,63,82,0.4,1.9
2021-07,Pearl Jumeira,Jumeirah,True,792,8525,921.0,51,113,28,104,0.4,1.9
2021-08,Pearl Jumeira,Jumeirah,True,778,8372,864.0,51,24,55,93,0.4,1.9
2021-09,Pearl Jumeira,Jumeirah,True,787,8473,863.0,51,154,54,53,0.4,1.9
2021-10,Pearl Jumeira,Jumeirah,True,783,8424,848.0,51,165,19,115,0.4,1.9
2021-11,Pearl Jumeira,Jumeirah,True,841,9054,957.0,55,46,38,63,0.4,1.9
2021-12,Pearl Jumeira,Jumeirah,True,911,9807,1004.0,59,55,26,47,0.4,1.9
2022-01,Pearl Jumeira,Jumeirah,True,924,9948,1050.0,60,139,57,30,0.4,1.9
2022-02,Pearl Jumeira,Jumeirah,True,935,10066,993.0,61,133,38,86,0.4,1.9
2022-03,Pearl Jumeira,Jumeirah,True,962,10360,1064.0,63,48,57,15,0.4,1.9
2022-04,Pearl Jumeira,Jumeirah,True,1019,10966,1112.0,66,172,73,28,1.4,2.9
2022-05,Pearl Jumeira,Jumeirah,True,1028,11068,1138.0,67,132,29,93,1.4,2.9
2022-06,Pearl Jumeira,Jumeirah,True,987,10627,1034.0,64,26,32,20,1.4,2.9
2022-07,Pearl Jumeira,Jumeirah,True,964,10375,1022.0,63,68,41,55,1.4,2.9
2022-08,Pearl Jumeira,Jumeirah,True,1003,10794,1062.0,65,85,72,36,1.4,2.9
2022-09,Pearl Jumeira,Jumeirah,True,1096,11792,1224.0,71,134,37,23,1.4,2.9
2022-10,Pearl Jumeira,Jumeirah,True,1087,11700,1132.0,71,71,67,57,4.4,5.9
2022-11,Pearl Jumeira,Jumeirah,True,1058,11391,1198.0,69,90,5,13,4.4,5.9
2022-12,Pearl Jumeira,Jumeirah,True,1089,11720,1158.0,71,167,69,11,4.4,5.9
2023-01,Pearl Jumeira,Jumeirah,True,1164,12527,1284.0,76,115,69,104,4.4,5.9
2023-02,Pearl Jumeira,Jumeirah,True,1109,11941,1180.0,72,43,38,114,4.4,5.9
2023-03,Pearl Jumeira,Jumeirah,True,1154,12426,1308.0,75,138,50,89,4.4,5.9
2023-04,Pearl Jumeira,Jumeirah,True,1230,13235,1327.0,80,99,43,61,4.4,5.9
2023-05,Pearl Jumeira,Jumeirah,True,1212,13051,1299.0,79,99,11,30,4.4,5.9
2023-06,Pearl Jumeira,Jumeirah,True,1260,13563,1356.0,82,177,13,55,4.4,5.9
2023-07,Pearl Jumeira,Jumeirah,True,1216,13088,1344.0,79,136,27,48,5.4,6.9
2023-08,Pearl Jumeira,Jumeirah,True,1260,13565,1378.0,82,60,24,38,5.4,6.9
2023-09,Pearl Jumeira,Jumeirah,True,1355,14588,1501.0,88,64,18,63,5.4,6.9
2023-10,Pearl Jumeira,Jumeirah,True,1325,14257,1449.0,86,36,18,74,5.4,6.9
2023-11,Pearl Jumeira,Jumeirah,True,1296,13949,1427.0,84,31,79,50,5.4,6.9
2023-12,Pearl Jumeira,Jumeirah,True,1358,14614,1505.0,88,38,34,58,5.4,6.9
2024-01,Pearl Jumeira,Jumeirah,True,1270,13668,1327.0,83,164,57,67,5.4,6.9
2024-02,Pearl Jumeira,Jumeirah,True,1285,13834,1517.0,84,110,77,16,5.4,6.9
2024-03,Pearl Jumeira,Jumeirah,True,1324,14255,1435.0,86,62,57,24,5.4,6.9
2024-04,Pearl Jumeira,Jumeirah,True,1304,14038,1487.0,85,131,68,79,5.4,6.9
2024-05,Pearl Jumeira,Jumeirah,True,1274,13715,1410.0,83,170,62,112,5.4,6.9
2024-06,Pearl Jumeira,Jumeirah,True,1258,13540,1452.0,82,29,59,68,5.4,6.9
2024-07,Pearl Jumeira,Jumeirah,True,1218,13106,1309.0,79,78,34,31,4.65,6.15
2024-08,Pearl Jumeira,Jumeirah,True,1283,13814,1498.0,83,108,16,80,4.65,6.15
2024-09,Pearl Jumeira,Jumeirah,True,1284,13824,1411.0,83,148,72,20,4.65,6.15
2024-10,Pearl Jumeira,Jumeirah,True,1228,13218,1347.0,80,93,31,89,4.65,6.15
2024-11,Pearl Jumeira,Jumeirah,True,1255,13511,1397.0,82,95,60,15,4.65,6.15
2024-12,Pearl Jumeira,Jumeirah,True,1251,13464,1327.0,81,124,39,55,4.65,6.15
2025-01,Pearl Jumeira,Jumeirah,True,1273,13700,1396.0,83,23,23,45,4.65,6.15
2025-02,Pearl Jumeira,Jumeirah,True,1258,13536,1405.0,82,59,57,34,4.65,6.15
2025-03,Pearl Jumeira,Jumeirah,True,1199,12911,1278.0,78,53,48,118,4.65,6.15
2025-04,Pearl Jumeira,Jumeirah,True,1304,14031,1427.0,85,52,46,86,4.65,6.15
2025-05,Pearl Jumeira,Jumeirah,True,1296,13949,1442.0,84,52,10,92,4.65,6.15
2025-06,Pearl Jumeira,Jumeirah,True,1273,13705,1432.0,83,160,50,119,4.65,6.15
2025-07,Pearl Jumeira,Jumeirah,True,1241,13362,1322.0,81,78,33,23,4.0,5.5
2025-08,Pearl Jumeira,Jumeirah,True,1300,13991,1423.0,84,135,64,35,4.0,5.5
2025-09,Pearl Jumeira,Jumeirah,True,1253,13491,1344.0,81,39,76,81,4.0,5.5
2025-10,Pearl Jumeira,Jumeirah,True,1256,13521,1332.0,82,70,34,10,4.0,5.5
2025-11,Pearl Jumeira,Jumeirah,True,1206,12984,1323.0,78,66,73,57,4.0,5.5
2025-12,Pearl Jumeira,Jumeirah,True,1227,13208,1287.0,80,139,54,67,4.0,5.5
2026-01,Pearl Jumeira,Jumeirah,True,1211,13033,1325.0,79,162,31,49,4.0,5.5
2026-02,Pearl Jumeira,Jumeirah,True,1163,12522,1248.0,76,159,64,12,4.0,5.5
2026-03,Pearl Jumeira,Jumeirah,True,1246,13410,1328.0,81,76,10,21,4.0,5.5
2026-04,Pearl Jumeira,Jumeirah,True,1219,13126,1392.0,79,51,23,95,4.0,5.5
2020-01,Downtown Dubai,Downtown,True,510,5491,560.0,33,101,30,113,1.5,3.0
2020-02,Downtown Dubai,Downtown,True,514,5536,577.0,33,136,44,29,1.5,3.0
2020-03,Downtown Dubai,Downtown,True,487,5243,508.0,32,165,21,34,1.5,3.0
2020-04,Downtown Dubai,Downtown,True,504,5423,535.0,33,78,41,38,0.4,1.9
2020-05,Downtown Dubai,Downtown,True,490,5272,519.0,32,64,7,26,0.4,1.9
2020-06,Downtown Dubai,Downtown,True,504,5426,539.0,33,64,61,77,0.4,1.9
2020-07,Downtown Dubai,Downtown,True,494,5320,550.0,32,89,64,66,0.4,1.9
2020-08,Downtown Dubai,Downtown,True,495,5333,523.0,32,178,29,42,0.4,1.9
2020-09,Downtown Dubai,Downtown,True,476,5127,526.0,31,106,33,52,0.4,1.9
2020-10,Downtown Dubai,Downtown,True,479,5159,532.0,31,94,52,95,0.4,1.9
2020-11,Downtown Dubai,Downtown,True,483,5194,513.0,31,25,44,23,0.4,1.9
2020-12,Downtown Dubai,Downtown,True,460,4956,540.0,30,38,11,38,0.4,1.9
2021-01,Downtown Dubai,Downtown,True,487,5240,546.0,32,79,47,106,0.4,1.9
2021-02,Downtown Dubai,Downtown,True,495,5326,542.0,32,171,43,119,0.4,1.9
2021-03,Downtown Dubai,Downtown,True,527,5678,580.0,34,40,19,21,0.4,1.9
2021-04,Downtown Dubai,Downtown,True,536,5774,610.0,35,82,73,116,0.4,1.9
2021-05,Downtown Dubai,Downtown,True,537,5784,617.0,35,23,33,33,0.4,1.9
2021-06,Downtown Dubai,Downtown,True,529,5692,571.0,34,60,78,108,0.4,1.9
2021-07,Downtown Dubai,Downtown,True,544,5855,588.0,35,117,29,52,0.4,1.9
2021-08,Downtown Dubai,Downtown,True,550,5915,620.0,36,150,43,81,0.4,1.9
2021-09,Downtown Dubai,Downtown,True,541,5820,581.0,35,32,39,42,0.4,1.9
2021-10,Downtown Dubai,Downtown,True,555,5972,598.0,36,96,34,72,0.4,1.9
2021-11,Downtown Dubai,Downtown,True,597,6429,688.0,39,110,27,78,0.4,1.9
2021-12,Downtown Dubai,Downtown,True,600,6454,647.0,39,49,20,61,0.4,1.9
2022-01,Downtown Dubai,Downtown,True,622,6697,699.0,40,129,23,80,0.4,1.9
2022-02,Downtown Dubai,Downtown,True,626,6739,705.0,41,17,22,54,0.4,1.9
2022-03,Downtown Dubai,Downtown,True,627,6750,718.0,41,79,38,40,0.4,1.9
2022-04,Downtown Dubai,Downtown,True,702,7554,778.0,46,59,11,105,1.4,2.9
2022-05,Downtown Dubai,Downtown,True,654,7044,719.0,43,123,74,42,1.4,2.9
2022-06,Downtown Dubai,Downtown,True,657,7068,725.0,43,33,49,57,1.4,2.9
2022-07,Downtown Dubai,Downtown,True,704,7575,783.0,46,55,70,67,1.4,2.9
2022-08,Downtown Dubai,Downtown,True,689,7413,731.0,45,172,61,112,1.4,2.9
2022-09,Downtown Dubai,Downtown,True,719,7742,811.0,47,35,55,104,1.4,2.9
2022-10,Downtown Dubai,Downtown,True,727,7828,776.0,47,123,64,102,4.4,5.9
2022-11,Downtown Dubai,Downtown,True,774,8335,847.0,50,111,63,47,4.4,5.9
2022-12,Downtown Dubai,Downtown,True,750,8073,849.0,49,174,75,113,4.4,5.9
2023-01,Downtown Dubai,Downtown,True,757,8147,842.0,49,64,53,31,4.4,5.9
2023-02,Downtown Dubai,Downtown,True,782,8421,864.0,51,98,18,80,4.4,5.9
2023-03,Downtown Dubai,Downtown,True,824,8867,929.0,54,20,11,55,4.4,5.9
2023-04,Downtown Dubai,Downtown,True,830,8936,895.0,54,179,75,66,4.4,5.9
2023-05,Downtown Dubai,Downtown,True,794,8544,918.0,52,42,25,85,4.4,5.9
2023-06,Downtown Dubai,Downtown,True,813,8746,935.0,53,29,44,35,4.4,5.9
2023-07,Downtown Dubai,Downtown,True,860,9253,932.0,56,148,48,58,5.4,6.9
2023-08,Downtown Dubai,Downtown,True,878,9449,998.0,57,57,45,46,5.4,6.9
2023-09,Downtown Dubai,Downtown,True,934,10049,1053.0,61,18,46,93,5.4,6.9
2023-10,Downtown Dubai,Downtown,True,917,9875,1035.0,60,71,48,97,5.4,6.9
2023-11,Downtown Dubai,Downtown,True,875,9418,937.0,57,106,46,31,5.4,6.9
2023-12,Downtown Dubai,Downtown,True,837,9011,907.0,54,57,43,87,5.4,6.9
2024-01,Downtown Dubai,Downtown,True,882,9496,976.0,57,15,79,93,5.4,6.9
2024-02,Downtown Dubai,Downtown,True,865,9309,936.0,56,126,38,17,5.4,6.9
2024-03,Downtown Dubai,Downtown,True,901,9699,966.0,59,30,33,96,5.4,6.9
2024-04,Downtown Dubai,Downtown,True,889,9568,1024.0,58,81,14,19,5.4,6.9
2024-05,Downtown Dubai,Downtown,True,904,9727,977.0,59,17,28,83,5.4,6.9
2024-06,Downtown Dubai,Downtown,True,875,9415,933.0,57,97,35,95,5.4,6.9
2024-07,Downtown Dubai,Downtown,True,892,9598,998.0,58,121,21,80,4.65,6.15
2024-08,Downtown Dubai,Downtown,True,869,9356,975.0,56,37,28,66,4.65,6.15
2024-09,Downtown Dubai,Downtown,True,910,9790,1023.0,59,54,48,26,4.65,6.15
2024-10,Downtown Dubai,Downtown,True,871,9376,981.0,57,157,6,115,4.65,6.15
2024-11,Downtown Dubai,Downtown,True,863,9286,920.0,56,125,52,69,4.65,6.15
2024-12,Downtown Dubai,Downtown,True,851,9159,947.0,55,105,10,28,4.65,6.15
2025-01,Downtown Dubai,Downtown,True,865,9311,950.0,56,87,28,103,4.65,6.15
2025-02,Downtown Dubai,Downtown,True,852,9169,948.0,55,40,64,107,4.65,6.15
2025-03,Downtown Dubai,Downtown,True,858,9236,943.0,56,42,22,14,4.65,6.15
2025-04,Downtown Dubai,Downtown,True,883,9504,973.0,57,130,70,117,4.65,6.15
2025-05,Downtown Dubai,Downtown,True,875,9421,987.0,57,36,74,90,4.65,6.15
2025-06,Downtown Dubai,Downtown,True,859,9250,938.0,56,130,37,116,4.65,6.15
2025-07,Downtown Dubai,Downtown,True,883,9505,973.0,57,136,12,20,4.0,5.5
2025-08,Downtown Dubai,Downtown,True,868,9348,968.0,56,102,63,85,4.0,5.5
2025-09,Downtown Dubai,Downtown,True,886,9538,932.0,58,53,24,88,4.0,5.5
2025-10,Downtown Dubai,Downtown,True,867,9333,917.0,56,77,15,33,4.0,5.5
2025-11,Downtown Dubai,Downtown,True,843,9078,937.0,55,124,67,95,4.0,5.5
2025-12,Downtown Dubai,Downtown,True,846,9105,931.0,55,87,7,29,4.0,5.5
2026-01,Downtown Dubai,Downtown,True,880,9470,936.0,57,175,32,113,4.0,5.5
2026-02,Downtown Dubai,Downtown,True,884,9513,972.0,57,127,63,92,4.0,5.5
2026-03,Downtown Dubai,Downtown,True,843,9077,898.0,55,66,18,57,4.0,5.5
2026-04,Downtown Dubai,Downtown,True,872,9391,925.0,57,66,40,85,4.0,5.5
2020-01,Business Bay,Business Bay,True,315,3392,338.0,20,64,5,117,1.5,3.0
2020-02,Business Bay,Business Bay,True,321,3453,346.0,21,63,16,23,1.5,3.0
2020-03,Business Bay,Business Bay,True,329,3536,377.0,21,142,9,23,1.5,3.0
2020-04,Business Bay,Business Bay,True,333,3582,366.0,22,112,58,106,0.4,1.9
2020-05,Business Bay,Business Bay,True,309,3326,344.0,20,121,5,32,0.4,1.9
2020-06,Business Bay,Business Bay,True,307,3306,342.0,20,79,33,65,0.4,1.9
2020-07,Business Bay,Business Bay,True,313,3373,342.0,20,51,76,99,0.4,1.9
2020-08,Business Bay,Business Bay,True,314,3375,347.0,20,27,27,30,0.4,1.9
2020-09,Business Bay,Business Bay,True,303,3263,320.0,20,139,59,67,0.4,1.9
2020-10,Business Bay,Business Bay,True,301,3240,333.0,20,115,78,12,0.4,1.9
2020-11,Business Bay,Business Bay,True,304,3268,340.0,20,114,50,33,0.4,1.9
2020-12,Business Bay,Business Bay,True,314,3383,348.0,20,55,11,54,0.4,1.9
2021-01,Business Bay,Business Bay,True,316,3399,349.0,21,80,66,80,0.4,1.9
2021-02,Business Bay,Business Bay,True,316,3398,347.0,21,174,32,12,0.4,1.9
2021-03,Business Bay,Business Bay,True,325,3494,368.0,21,65,30,59,0.4,1.9
2021-04,Business Bay,Business Bay,True,344,3701,372.0,22,164,73,103,0.4,1.9
2021-05,Business Bay,Business Bay,True,325,3501,354.0,21,168,27,40,0.4,1.9
2021-06,Business Bay,Business Bay,True,353,3797,383.0,23,167,14,57,0.4,1.9
2021-07,Business Bay,Business Bay,True,351,3777,380.0,23,144,6,91,0.4,1.9
2021-08,Business Bay,Business Bay,True,368,3957,411.0,24,39,38,46,0.4,1.9
2021-09,Business Bay,Business Bay,True,352,3787,389.0,23,131,34,62,0.4,1.9
2021-10,Business Bay,Business Bay,True,364,3916,396.0,24,126,25,33,0.4,1.9
2021-11,Business Bay,Business Bay,True,389,4185,433.0,25,156,45,115,0.4,1.9
2021-12,Business Bay,Business Bay,True,376,4048,409.0,24,32,79,107,0.4,1.9
2022-01,Business Bay,Business Bay,True,413,4443,457.0,27,45,44,41,0.4,1.9
2022-02,Business Bay,Business Bay,True,416,4482,443.0,27,149,23,44,0.4,1.9
2022-03,Business Bay,Business Bay,True,414,4454,459.0,27,52,41,74,0.4,1.9
2022-04,Business Bay,Business Bay,True,432,4645,473.0,28,52,43,59,1.4,2.9
2022-05,Business Bay,Business Bay,True,438,4715,499.0,28,132,45,103,1.4,2.9
2022-06,Business Bay,Business Bay,True,450,4840,479.0,29,58,26,35,1.4,2.9
2022-07,Business Bay,Business Bay,True,457,4920,492.0,30,109,53,28,1.4,2.9
2022-08,Business Bay,Business Bay,True,466,5014,545.0,30,147,22,25,1.4,2.9
2022-09,Business Bay,Business Bay,True,453,4877,482.0,29,28,68,67,1.4,2.9
2022-10,Business Bay,Business Bay,True,474,5097,517.0,31,113,6,74,4.4,5.9
2022-11,Business Bay,Business Bay,True,496,5336,541.0,32,115,75,22,4.4,5.9
2022-12,Business Bay,Business Bay,True,493,5311,546.0,32,136,59,92,4.4,5.9
2023-01,Business Bay,Business Bay,True,502,5402,535.0,33,177,56,82,4.4,5.9
2023-02,Business Bay,Business Bay,True,517,5566,569.0,34,66,78,92,4.4,5.9
2023-03,Business Bay,Business Bay,True,511,5495,562.0,33,27,53,90,4.4,5.9
2023-04,Business Bay,Business Bay,True,539,5797,616.0,35,148,29,105,4.4,5.9
2023-05,Business Bay,Business Bay,True,550,5919,622.0,36,74,10,18,4.4,5.9
2023-06,Business Bay,Business Bay,True,542,5834,582.0,35,49,43,63,4.4,5.9
2023-07,Business Bay,Business Bay,True,544,5859,594.0,35,173,62,16,5.4,6.9
2023-08,Business Bay,Business Bay,True,570,6136,653.0,37,128,73,20,5.4,6.9
2023-09,Business Bay,Business Bay,True,561,6038,597.0,36,125,66,44,5.4,6.9
2023-10,Business Bay,Business Bay,True,596,6413,674.0,39,109,13,115,5.4,6.9
2023-11,Business Bay,Business Bay,True,584,6281,659.0,38,145,65,108,5.4,6.9
2023-12,Business Bay,Business Bay,True,591,6358,652.0,38,130,44,102,5.4,6.9
2024-01,Business Bay,Business Bay,True,593,6388,641.0,39,43,5,101,5.4,6.9
2024-02,Business Bay,Business Bay,True,574,6176,638.0,37,49,31,46,5.4,6.9
2024-03,Business Bay,Business Bay,True,548,5895,593.0,36,51,54,16,5.4,6.9
2024-04,Business Bay,Business Bay,True,564,6075,637.0,37,34,57,79,5.4,6.9
2024-05,Business Bay,Business Bay,True,557,5997,610.0,36,130,5,28,5.4,6.9
2024-06,Business Bay,Business Bay,True,564,6068,594.0,37,100,30,68,5.4,6.9
2024-07,Business Bay,Business Bay,True,537,5777,589.0,35,71,58,103,4.65,6.15
2024-08,Business Bay,Business Bay,True,581,6255,656.0,38,122,62,103,4.65,6.15
2024-09,Business Bay,Business Bay,True,564,6073,630.0,37,89,42,55,4.65,6.15
2024-10,Business Bay,Business Bay,True,552,5939,616.0,36,37,76,47,4.65,6.15
2024-11,Business Bay,Business Bay,True,547,5893,578.0,36,128,30,77,4.65,6.15
2024-12,Business Bay,Business Bay,True,562,6050,630.0,37,102,79,34,4.65,6.15
2025-01,Business Bay,Business Bay,True,565,6081,626.0,37,65,18,106,4.65,6.15
2025-02,Business Bay,Business Bay,True,556,5984,586.0,36,160,24,110,4.65,6.15
2025-03,Business Bay,Business Bay,True,535,5758,588.0,35,143,39,87,4.65,6.15
2025-04,Business Bay,Business Bay,True,578,6225,646.0,38,41,51,82,4.65,6.15
2025-05,Business Bay,Business Bay,True,553,5954,595.0,36,54,74,108,4.65,6.15
2025-06,Business Bay,Business Bay,True,561,6043,618.0,36,114,71,23,4.65,6.15
2025-07,Business Bay,Business Bay,True,552,5942,622.0,36,33,77,78,4.0,5.5
2025-08,Business Bay,Business Bay,True,555,5969,608.0,36,78,31,97,4.0,5.5
2025-09,Business Bay,Business Bay,True,579,6236,617.0,38,24,34,106,4.0,5.5
2025-10,Business Bay,Business Bay,True,540,5811,600.0,35,47,66,50,4.0,5.5
2025-11,Business Bay,Business Bay,True,544,5853,591.0,35,116,40,52,4.0,5.5
2025-12,Business Bay,Business Bay,True,559,6016,630.0,36,32,37,115,4.0,5.5
2026-01,Business Bay,Business Bay,True,544,5851,597.0,35,53,55,84,4.0,5.5
2026-02,Business Bay,Business Bay,True,557,5991,609.0,36,176,27,35,4.0,5.5
2026-03,Business Bay,Business Bay,True,564,6076,620.0,37,83,43,34,4.0,5.5
2026-04,Business Bay,Business Bay,True,543,5844,611.0,35,149,69,101,4.0,5.5
2020-01,DIFC,DIFC,True,623,6705,674.0,40,163,48,106,1.5,3.0
2020-02,DIFC,DIFC,True,609,6560,672.0,40,92,30,25,1.5,3.0
2020-03,DIFC,DIFC,True,616,6633,697.0,40,165,77,87,1.5,3.0
2020-04,DIFC,DIFC,True,650,6997,720.0,42,16,35,24,0.4,1.9
2020-05,DIFC,DIFC,True,636,6850,667.0,41,69,40,31,0.4,1.9
2020-06,DIFC,DIFC,True,602,6475,678.0,39,91,43,56,0.4,1.9
2020-07,DIFC,DIFC,True,603,6493,668.0,39,116,21,43,0.4,1.9
2020-08,DIFC,DIFC,True,614,6607,651.0,40,40,6,112,0.4,1.9
2020-09,DIFC,DIFC,True,615,6615,690.0,40,46,17,24,0.4,1.9
2020-10,DIFC,DIFC,True,590,6347,637.0,38,100,41,91,0.4,1.9
2020-11,DIFC,DIFC,True,565,6080,619.0,37,54,26,38,0.4,1.9
2020-12,DIFC,DIFC,True,611,6582,701.0,40,106,59,87,0.4,1.9
2021-01,DIFC,DIFC,True,633,6813,701.0,41,149,10,77,0.4,1.9
2021-02,DIFC,DIFC,True,607,6536,674.0,39,150,67,11,0.4,1.9
2021-03,DIFC,DIFC,True,624,6721,707.0,41,177,56,39,0.4,1.9
2021-04,DIFC,DIFC,True,650,6997,755.0,42,73,34,108,0.4,1.9
2021-05,DIFC,DIFC,True,648,6971,711.0,42,161,13,10,0.4,1.9
2021-06,DIFC,DIFC,True,645,6938,693.0,42,59,56,37,0.4,1.9
2021-07,DIFC,DIFC,True,673,7244,763.0,44,138,77,119,0.4,1.9
2021-08,DIFC,DIFC,True,703,7563,787.0,46,167,67,65,0.4,1.9
2021-09,DIFC,DIFC,True,710,7637,780.0,46,38,54,109,0.4,1.9
2021-10,DIFC,DIFC,True,706,7597,759.0,46,39,72,93,0.4,1.9
2021-11,DIFC,DIFC,True,742,7989,816.0,48,36,64,114,0.4,1.9
2021-12,DIFC,DIFC,True,735,7917,827.0,48,120,30,114,0.4,1.9
2022-01,DIFC,DIFC,True,763,8209,851.0,50,136,63,97,0.4,1.9
2022-02,DIFC,DIFC,True,798,8589,882.0,52,101,60,100,0.4,1.9
2022-03,DIFC,DIFC,True,784,8435,848.0,51,29,42,43,0.4,1.9
2022-04,DIFC,DIFC,True,818,8806,894.0,53,168,64,31,1.4,2.9
2022-05,DIFC,DIFC,True,816,8781,864.0,53,95,43,37,1.4,2.9
2022-06,DIFC,DIFC,True,853,9180,905.0,55,168,40,33,1.4,2.9
2022-07,DIFC,DIFC,True,881,9482,964.0,57,127,19,45,1.4,2.9
2022-08,DIFC,DIFC,True,883,9502,984.0,57,77,19,67,1.4,2.9
