id,date_listed,project_id,project_name,developer,developer_tier,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,launch_year,handover_year,total_project_units,payment_plan,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,price_usd,price_per_sqft_usd,price_per_m2_usd,mortgage_rate_at_listing
O000113,06-11-2024,OP0042,Aykon City,Azizi,tier2,Sustainable City,Sustainable City,24.97152,55.28065,villa,3BR_villa,3,2546,236.5,city,2025,2027,1500,60/40,Dubai Investment Park,Red,141,25.1,1648800,648,6971,6.15
O000114,03-09-2024,OP0037,Vela Residences,Aldar,tier1,Umm Suqeim,Jumeirah,25.15588,55.20954,villa,4BR_villa,4,3058,284.1,golf_course,2023,2025,200,70/30,Mall of the Emirates,Red,58,7.98,3770100,1233,13269,6.15
O000115,22-08-2025,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,1BR,1,706,65.6,community,2022,2025,1500,60/40,World Trade Centre,Red,25,3.08,971400,1375,14800,5.5
O000116,17-01-2024,OP0178,Forte,Tiger Group,tier2,Maritime City,Maritime City,25.26851,55.24195,apartment,3BR,3,1839,170.9,park,2024,2024,100,70/30,Al Qiyadah (G),Green,131,8.58,1239200,674,7252,6.9
O000117,24-04-2021,OP0171,Lagoon,Nakheel,tier1,Business Bay,Business Bay,25.18674,55.25522,apartment,3BR,3,1601,148.8,city,2022,2025,400,60/40,Burj Khalifa/Dubai Mall,Red,28,2.25,702000,438,4719,1.9
O000118,05-11-2022,OP0190,Crest Grande,Ellington,tier2,Meydan,Meydan,25.1521,55.293,villa,4BR_villa,4,4905,455.7,pool,2021,2024,1500,50/50_post_handover,Al Ghubaiba,Green,145,5.35,3481000,710,7640,5.9
O000119,26-01-2023,OP0099,Vela Residences,Ellington,tier2,Dubai Studio City,Dubai Studio City,25.0463,55.22941,apartment,3BR,3,1635,151.9,community,2025,2027,800,60/40,Al Jafiliya,Red,260,17.38,430500,263,2835,5.9
O000120,06-01-2021,OP0082,Marina Vista,Ellington,tier2,Green Community,DIP,25.00724,55.17093,villa,3BR_villa,3,3526,327.6,community,2022,2025,400,60/40,Al Furjan,Red,44,23.55,849600,241,2594,1.9
O000121,10-12-2021,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,studio,0,545,50.6,community,2025,2025,800,70/30,Noor Bank,Red,166,15.68,149900,275,2962,1.9
O000122,18-05-2025,OP0035,Marasi Riverside,Sobha,tier1,Living Legends,Dubailand,25.08073,55.31718,apartment,studio,0,567,52.6,park,2025,2024,100,70/30,Business Bay,Red,160,13.65,278500,491,5290,6.15
O000123,28-04-2025,OP0138,Damac Bay,Nakheel,tier1,Discovery Gardens,Discovery Gardens,25.03482,55.13701,apartment,studio,0,499,46.4,marina,2024,2027,1500,80/20,MRT-1,Red,3,22.75,195300,391,4211,6.15
O000124,05-02-2025,OP0061,Volta,Nakheel,tier1,Dubai South,Dubai South,24.9079,55.14887,apartment,2BR,2,1085,100.8,park,2024,2025,100,70/30,Expo 2020,Red,69,34.56,277100,255,2748,6.15
O000125,06-01-2025,OP0057,Hartland Greens,Dubai Properties,tier1,Motor City,Motor City,25.04604,55.22656,apartment,1BR,1,633,58.8,community,2022,2024,100,10/90_post_handover,Mall of the Emirates,Red,102,17.48,269900,426,4589,6.15
O000126,12-02-2025,OP0010,Bayview,DAMAC,tier1,DAMAC Lagoons,Damac,25.05664,55.2478,villa,3BR_villa,3,2598,241.3,city,2022,2027,400,70/30,Noor Bank,Red,98,15.86,1747700,673,7242,6.15
O000127,27-04-2023,OP0014,Beachgate,Select Group,tier2,Dubai Studio City,Dubai Studio City,25.03765,55.22495,apartment,2BR,2,873,81.1,sea,2024,2027,800,70/30,Al Nahda,Red,384,18.43,356500,408,4394,5.9
O000128,28-11-2022,OP0037,Vela Residences,Aldar,tier1,Umm Suqeim,Jumeirah,25.15588,55.20954,villa,4BR_villa,4,3613,335.7,sea,2023,2025,200,80/20,Financial Centre,Red,118,7.98,5320400,1473,15850,5.9
O000129,01-04-2021,OP0017,Burj Binghatti,Nakheel,tier1,Dubai Harbour,Dubai Marina,25.07379,55.15472,villa,6BR_villa,6,6615,614.6,community,2023,2024,400,60/40,Dubai Internet City,Red,49,18.26,5542600,838,9019,1.9
O000130,02-06-2021,OP0161,Safa Towers,DAMAC,tier1,Jumeirah 1,Jumeirah,25.22704,55.25408,apartment,1BR,1,771,71.6,community,2025,2025,100,70/30,BurJuman (G),Green,71,3.9,492700,639,6877,1.9
O000131,05-11-2023,OP0126,Lagoon,Ellington,tier2,DAMAC Lagoons,Damac,25.04598,55.24445,villa,4BR_villa,4,3730,346.5,park,2023,2024,200,50/50_post_handover,Noor Bank,Red,115,17.08,2318900,622,6692,6.9
O000132,09-03-2026,OP0148,Beach Mansion,Emaar,tier1,Arabian Ranches 3,Arabian Ranches,25.05995,55.28146,villa,4BR_villa,4,3652,339.3,community,2023,2026,800,70/30,MRT-1,Red,181,15.28,3628400,994,10695,5.5
O000133,02-07-2024,OP0043,Bayview,Deyaar,tier2,Town Square,Nshama,25.0131,55.27175,apartment,studio,0,432,40.2,sea,2022,2024,100,50/50_post_handover,Jumeirah Golf Estates,Red,127,20.47,165900,384,4129,6.15
O000134,18-04-2024,OP0061,Volta,Nakheel,tier1,Dubai South,Dubai South,24.9079,55.14887,apartment,1BR,1,700,65.1,community,2024,2025,100,60/40,UAE Exchange,Red,132,34.56,186200,266,2862,6.9
O000135,26-02-2023,OP0197,Marina Vista,MAG,tier2,Reem Mira,Reem,25.04259,55.26784,villa,5BR_villa,5,3822,355.1,marina,2022,2024,1500,60/40,Emirates Towers,Red,240,17.2,1739500,455,4899,5.9
O000136,16-10-2024,OP0197,Marina Vista,MAG,tier2,Reem Mira,Reem,25.04259,55.26784,villa,4BR_villa,4,3073,285.5,park,2022,2024,1500,10/90_post_handover,First Abu Dhabi Bank,Red,138,17.2,1580500,514,5537,6.15
O000137,20-10-2022,OP0148,Beach Mansion,Emaar,tier1,Arabian Ranches 3,Arabian Ranches,25.05995,55.28146,villa,4BR_villa,4,3922,364.3,burj_khalifa,2023,2026,800,60/40,Mashreq Bank,Red,144,15.28,4397400,1121,12070,5.9
O000138,21-10-2023,OP0038,Address Residences,Dubai Properties,tier1,International City,International City,25.15792,55.42118,apartment,3BR,3,1523,141.5,city,2023,2025,1500,50/50_post_handover,BurJuman,Red,199,15.4,410300,269,2899,6.9
O000139,11-02-2024,OP0083,Forte,Dubai Properties,tier1,Meydan,Meydan,25.1618,55.25792,apartment,3BR,3,1761,163.6,burj_khalifa,2024,2026,800,80/20,Salah Al Din,Red,172,4.27,1952500,1109,11932,6.9
O000140,18-03-2025,OP0043,Bayview,Deyaar,tier2,Town Square,Nshama,25.0131,55.27175,apartment,studio,0,469,43.6,sea,2022,2024,100,60/40,Al Ghubaiba,Green,326,20.47,178400,381,4096,6.15
O000141,19-01-2025,OP0139,Marina Vista,Sobha,tier1,Sobha Hartland,MBR City,25.18863,55.31016,apartment,studio,0,427,39.6,park,2024,2025,100,50/50_post_handover,Abu Baker Al Siddique (G),Green,129,3.72,317900,745,8018,6.15
O000142,07-02-2023,OP0024,Marina Vista,Omniyat,tier1,The Valley,Dubai-Al Ain Road,24.96651,55.47671,villa,3BR_villa,3,1709,158.7,city,2023,2024,400,70/30,Centrepoint,Red,410,32.76,648700,380,4087,5.9
O000143,22-04-2026,OP0140,Bayview,Meraas,tier1,Jumeirah 1,Jumeirah,25.22967,55.25416,villa,3BR_villa,3,1968,182.8,sea,2021,2026,200,80/20,Abu Baker Al Siddique (G),Green,119,4.15,3014200,1531,16485,5.5
O000144,26-12-2024,OP0033,Beachgate,Meraas,tier1,Arabian Ranches 2,Arabian Ranches,25.05444,55.28876,villa,4BR_villa,4,2652,246.4,community,2022,2027,800,70/30,Discovery Gardens,Red,177,15.94,2237700,844,9083,6.15
O000145,23-04-2024,OP0107,Beach Mansion,Dubai Properties,tier1,Jumeirah Lake Towers,JLT,25.07937,55.1362,apartment,1BR,1,619,57.5,community,2025,2027,400,50/50_post_handover,MRT-1,Red,59,19.11,352800,570,6138,6.9
O000146,21-08-2025,OP0082,Marina Vista,Ellington,tier2,Green Community,DIP,25.00724,55.17093,villa,6BR_villa,6,6691,621.6,park,2022,2025,400,60/40,Danube,Red,63,23.55,2696500,403,4338,5.5
O000147,23-11-2022,OP0188,Damac Bay,Azizi,tier2,Jumeirah Village Circle,JVC,25.05629,55.22385,apartment,studio,0,482,44.8,city,2024,2028,400,70/30,UAE Pavilion,Red,120,16.47,159800,331,3568,5.9
O000148,27-03-2024,OP0100,Volta,Deyaar,tier2,Falcon City of Wonders,Dubailand,25.02978,55.33378,villa,4BR_villa,4,4977,462.4,marina,2022,2027,400,10/90_post_handover,Al Jadaf,Green,262,19.55,2352500,473,5088,6.9
O000149,04-06-2023,OP0140,Bayview,Meraas,tier1,Jumeirah 1,Jumeirah,25.22967,55.25416,villa,6BR_villa,6,6203,576.2,burj_khalifa,2021,2026,200,70/30,Emirates Towers,Red,41,4.15,8946500,1442,15526,5.9
O000150,22-12-2023,OP0127,Safa Towers,Sobha,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16051,55.28928,apartment,2BR,2,1466,136.2,park,2024,2026,800,60/40,BurJuman (G),Green,125,4.35,1231000,839,9036,6.9
O000151,15-02-2025,OP0145,Six Senses,Meraas,tier1,Dubailand,Dubailand,25.02713,55.29321,apartment,3BR,3,1499,139.3,city,2024,2027,400,70/30,Creek,Green,277,19.01,472500,315,3392,6.15
O000152,07-12-2023,OP0200,Marina Vista,MAG,tier2,Living Legends,Dubailand,25.07413,55.29691,apartment,studio,0,490,45.5,city,2025,2025,1500,50/50_post_handover,Al Nahda,Red,312,13.87,247100,504,5425,6.9
O000153,22-05-2025,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,4BR_penthouse,4,4986,463.2,community,2024,2026,800,60/40,Dubai Internet City,Red,64,19.65,6129100,1229,13233,6.15
O000154,22-11-2024,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,1BR,1,893,83,community,2022,2026,1500,60/40,Burj Khalifa/Dubai Mall,Red,55,4.31,597100,668,7194,6.15
O000155,13-02-2023,OP0067,Beach Mansion,Deyaar,tier2,International City,International City,25.17201,55.40909,apartment,1BR,1,786,73,community,2023,2028,1500,10/90_post_handover,Financial Centre,Red,166,13.84,141300,180,1936,5.9
O000156,28-10-2021,OP0027,Safa Towers,Ellington,tier2,Madinat Jumeirah Living,Jumeirah,25.13893,55.1888,apartment,studio,0,523,48.6,community,2023,2028,400,60/40,Sharaf DG,Red,41,10.78,379300,726,7810,1.9
O000157,03-09-2023,OP0032,Forte,Binghatti,tier2,Jumeirah 3,Jumeirah,25.21752,55.23343,apartment,3BR,3,2127,197.6,community,2022,2026,100,50/50_post_handover,Abu Baker Al Siddique (G),Green,150,4.7,1873500,881,9481,6.9
O000158,03-07-2021,OP0187,Grande,Danube,tier2,Jumeirah 1,Jumeirah,25.23883,55.26222,apartment,1BR,1,645,59.9,community,2023,2025,100,50/50_post_handover,ADCB,Red,60,4.79,393100,610,6563,1.9
O000159,27-09-2021,OP0193,Creek Vistas,Ellington,tier2,Jumeirah Golf Estates,JGE,25.02257,55.18983,villa,4BR_villa,4,3005,279.2,marina,2022,2027,800,80/20,Al Furjan,Red,52,21.2,1751100,583,6273,1.9
O000160,02-03-2025,OP0175,Safa Towers,Emaar,tier1,Business Bay,Business Bay,25.18991,55.2576,apartment,2BR,2,1122,104.2,city,2021,2028,200,10/90_post_handover,Business Bay,Red,6,1.87,800000,713,7674,6.15
O000161,06-07-2025,OP0061,Volta,Nakheel,tier1,Dubai South,Dubai South,24.9079,55.14887,villa,4BR_villa,4,4924,457.5,community,2024,2025,100,70/30,Energy,Red,133,34.56,1348500,274,2948,5.5
O000162,31-07-2025,OP0120,Seaside,Tiger Group,tier2,The Springs,Emirates Living,25.04604,55.18125,villa,3BR_villa,3,2759,256.4,marina,2025,2025,100,50/50_post_handover,Energy,Red,143,19.25,2596700,941,10129,5.5
O000163,15-01-2026,OP0081,Damac Bay,Select Group,tier2,Jumeirah Village Circle,JVC,25.05793,55.21447,apartment,1BR,1,932,86.6,city,2022,2026,400,70/30,Al Furjan,Red,95,16.62,383100,411,4423,5.5
O000164,08-12-2025,OP0178,Forte,Tiger Group,tier2,Maritime City,Maritime City,25.26851,55.24195,apartment,1BR,1,673,62.5,park,2024,2024,100,50/50_post_handover,Al Jadaf,Green,131,8.58,451800,671,7224,5.5
O000165,23-06-2021,OP0176,Seaside,Select Group,tier2,Tilal Al Ghaf,Tilal Al Ghaf,25.01497,55.26774,villa,3BR_villa,3,2738,254.3,burj_khalifa,2022,2028,400,70/30,Abu Baker Al Siddique (G),Green,369,20.27,1348700,493,5303,1.9
O000166,12-02-2022,OP0143,Marasi Riverside,Binghatti,tier2,Jumeirah Lake Towers,JLT,25.06138,55.13942,apartment,2BR,2,1118,103.9,marina,2022,2026,1500,80/20,Discovery Gardens,Red,29,20.32,414200,370,3986,1.9
O000167,28-09-2024,OP0137,Damac Bay,Binghatti,tier2,Madinat Jumeirah Living,Jumeirah,25.12162,55.19646,apartment,2BR,2,931,86.5,golf_course,2023,2028,100,50/50_post_handover,Mashreq Bank,Red,50,11.5,1200700,1289,13877,6.15
O000168,11-11-2022,OP0122,Safa Towers,MAG,tier2,Jumeirah Village Circle,JVC,25.05555,55.201,apartment,studio,0,535,49.7,pool,2022,2026,400,50/50_post_handover,First Abu Dhabi Bank,Red,115,17.4,183400,343,3688,5.9
O000169,30-03-2026,OP0015,Hartland Greens,Ellington,tier2,Dubai Production City,IMPZ,25.0254,55.25064,apartment,3BR,3,1587,147.5,pool,2024,2025,1500,60/40,Dubai Investment Park,Red,113,19.25,448000,282,3038,5.5
O000170,03-01-2021,OP0016,Beachgate,Tiger Group,tier2,Business Bay,Business Bay,25.19245,55.26376,apartment,1BR,1,899,83.5,pool,2021,2026,1500,10/90_post_handover,Oud Metha,Green,89,1.19,377000,419,4513,1.9
O000171,20-03-2026,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,2BR,2,1119,103.9,city,2022,2025,1500,50/50_post_handover,Dubai Airport Free Zone,Green,144,3.08,1657000,1481,15944,5.5
O000172,22-04-2023,OP0072,Lagoon,Nakheel,tier1,Dubai Marina,Dubai Marina,25.08246,55.13155,apartment,1BR,1,642,59.7,burj_khalifa,2025,2025,800,60/40,Jumeirah Golf Estates,Red,91,19.22,663700,1034,11125,5.9
O000173,11-09-2024,OP0014,Beachgate,Select Group,tier2,Dubai Studio City,Dubai Studio City,25.03765,55.22495,apartment,1BR,1,822,76.4,sea,2024,2027,800,10/90_post_handover,Sharaf DG,Red,108,18.43,352500,429,4616,6.15
O000174,09-02-2024,OP0107,Beach Mansion,Dubai Properties,tier1,Jumeirah Lake Towers,JLT,25.07937,55.1362,apartment,1BR,1,733,68.1,burj_khalifa,2025,2027,400,80/20,Emirates Towers,Red,257,19.11,459700,627,6749,6.9
O000175,01-12-2021,OP0007,Six Senses,Ellington,tier2,Dubai Marina,Dubai Marina,25.0801,55.1365,apartment,4BR_penthouse,4,2456,228.2,community,2022,2026,800,50/50_post_handover,Ibn Battuta,Red,58,19.03,1375400,560,6028,1.9
O000176,25-09-2023,OP0200,Marina Vista,MAG,tier2,Living Legends,Dubailand,25.07413,55.29691,villa,4BR_villa,4,4325,401.8,community,2025,2025,1500,60/40,Jumeirah Golf Estates,Red,167,13.87,2056300,475,5118,6.9
O000177,22-05-2021,OP0093,Seaside,Binghatti,tier2,The Greens,The Greens,25.10475,55.1953,apartment,2BR,2,863,80.2,city,2023,2027,100,50/50_post_handover,Mashreq Bank,Red,35,13,342500,397,4272,1.9
O000178,22-01-2021,OP0103,Burj Binghatti,Danube,tier2,Damac Hills 2,Damac Hills,24.95932,55.30114,villa,6BR_villa,6,7678,713.3,marina,2021,2026,800,80/20,Expo 2020,Red,188,26.59,1981400,258,2778,1.9
O000179,25-03-2026,OP0137,Damac Bay,Binghatti,tier2,Madinat Jumeirah Living,Jumeirah,25.12162,55.19646,apartment,2BR,2,1478,137.3,pool,2023,2028,100,60/40,Mall of the Emirates,Red,12,11.5,1693600,1146,12336,5.5
O000180,22-06-2022,OP0083,Forte,Dubai Properties,tier1,Meydan,Meydan,25.1618,55.25792,apartment,2BR,2,1221,113.5,marina,2024,2026,800,60/40,Max,Red,107,4.27,1049900,860,9253,2.9
O000181,17-07-2025,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,4BR_villa,4,4793,445.3,city,2025,2028,100,80/20,Mashreq Bank,Red,69,19.53,4421900,923,9931,5.5
O000182,14-02-2026,OP0119,Six Senses,Select Group,tier2,Majan,Dubailand,25.06138,55.27458,apartment,2BR,2,1327,123.3,golf_course,2023,2026,800,60/40,Stadium,Red,335,15.1,499300,376,4051,5.5
O000183,14-08-2023,OP0121,Hartland Greens,DAMAC,tier1,Motor City,Motor City,25.04796,55.2158,apartment,3BR,3,2252,209.2,city,2024,2024,200,80/20,Emirates Towers,Red,240,17.61,1163900,517,5563,6.9
O000184,05-05-2024,OP0043,Bayview,Deyaar,tier2,Town Square,Nshama,25.0131,55.27175,apartment,studio,0,356,33.1,pool,2022,2024,100,70/30,Abu Baker Al Siddique (G),Green,366,20.47,113300,318,3424,6.9
O000185,16-10-2022,OP0106,Hartland Greens,Select Group,tier2,The Valley,Dubai-Al Ain Road,24.96607,55.48337,villa,6BR_villa,6,5435,504.9,burj_khalifa,2023,2027,400,80/20,Creek,Green,391,33.22,2469700,454,4891,5.9
O000186,17-03-2024,OP0083,Forte,Dubai Properties,tier1,Meydan,Meydan,25.1618,55.25792,apartment,studio,0,386,35.8,community,2024,2026,800,10/90_post_handover,Al Jafiliya,Red,105,4.27,295100,765,8236,6.9
O000187,29-08-2024,OP0007,Six Senses,Ellington,tier2,Dubai Marina,Dubai Marina,25.0801,55.1365,apartment,1BR,1,893,83,city,2022,2026,800,50/50_post_handover,Mashreq Bank,Red,45,19.03,675800,757,8145,6.15
O000188,10-02-2026,OP0136,Address Residences,Deyaar,tier2,Dubailand,Dubailand,25.02877,55.29506,apartment,3BR,3,1372,127.5,burj_khalifa,2022,2026,1500,70/30,Jumeirah Golf Estates,Red,158,18.84,471200,343,3696,5.5
O000189,01-12-2021,OP0033,Beachgate,Meraas,tier1,Arabian Ranches 2,Arabian Ranches,25.05444,55.28876,villa,3BR_villa,3,3214,298.6,sea,2022,2027,800,60/40,Al Jadaf,Green,237,15.94,2999100,933,10044,1.9
O000190,09-10-2023,OP0173,Aykon City,Dubai Properties,tier1,Damac Hills,Damac Hills,25.03501,55.2714,apartment,2BR,2,1174,109,city,2024,2026,400,80/20,Al Qiyadah (G),Green,357,18.04,681800,581,6253,6.9
O000191,28-06-2023,OP0061,Volta,Nakheel,tier1,Dubai South,Dubai South,24.9079,55.14887,apartment,2BR,2,1239,115.1,marina,2024,2025,100,70/30,Dubai Investment Park,Red,118,34.56,381600,308,3315,5.9
O000192,21-09-2021,OP0019,Vela Residences,Binghatti,tier2,Al Reem,Arabian Ranches,25.04823,55.26444,villa,3BR_villa,3,2924,271.6,golf_course,2022,2026,100,10/90_post_handover,Mall of the Emirates,Red,126,16.6,1371800,469,5050,1.9
O000193,05-06-2024,OP0190,Crest Grande,Ellington,tier2,Meydan,Meydan,25.1521,55.293,apartment,2BR,2,827,76.8,community,2021,2024,1500,70/30,Oud Metha,Green,115,5.35,595900,721,7761,6.9
O000194,24-04-2022,OP0016,Beachgate,Tiger Group,tier2,Business Bay,Business Bay,25.19245,55.26376,apartment,4BR_penthouse,4,3537,328.6,sea,2021,2026,1500,70/30,Business Bay,Red,11,1.19,2117200,599,6444,2.9
O000195,06-07-2025,OP0146,Hartland Greens,Omniyat,tier1,Emirates Hills,Emirates Hills,25.0456,55.17311,villa,6BR_villa,6,6803,632,city,2024,2026,400,70/30,Jumeirah Golf Estates,Red,29,19.7,13240700,1946,20951,5.5
O000196,08-02-2022,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,1BR,1,955,88.7,park,2024,2026,800,60/40,Jumeirah Golf Estates,Red,79,19.65,825600,864,9304,1.9
O000197,12-04-2022,OP0118,One at Palm,DAMAC,tier1,Motor City,Motor City,25.0506,55.23157,apartment,4BR_penthouse,4,3280,304.7,golf_course,2025,2027,100,60/40,Business Bay,Red,190,16.86,1294100,395,4247,2.9
O000198,14-07-2021,OP0013,Burj Binghatti,Emaar,tier1,Jumeirah Islands,Emirates Living,25.04746,55.15715,villa,4BR_villa,4,3520,327,city,2021,2027,800,50/50_post_handover,Al Furjan,Red,31,20.41,2766600,786,8460,1.9
O000199,21-01-2022,OP0180,Seaside,DAMAC,tier1,City Walk,Al Wasl,25.20108,55.25696,apartment,4BR_penthouse,4,3479,323.2,park,2021,2026,200,70/30,World Trade Centre,Red,49,1.81,3075600,884,9517,1.9
O000200,31-03-2021,OP0103,Burj Binghatti,Danube,tier2,Damac Hills 2,Damac Hills,24.95932,55.30114,villa,6BR_villa,6,6611,614.2,park,2021,2026,800,10/90_post_handover,Al Qiyadah,Red,444,26.59,1436000,217,2338,1.9
O000201,10-08-2024,OP0112,Seaside,Ellington,tier2,Al Furjan,Al Furjan,25.02443,55.15885,apartment,2BR,2,760,70.6,park,2025,2028,800,70/30,UAE Pavilion,Red,42,22.46,334700,441,4742,6.15
O000202,16-05-2021,OP0161,Safa Towers,DAMAC,tier1,Jumeirah 1,Jumeirah,25.22704,55.25408,villa,4BR_villa,4,2596,241.2,city,2025,2025,100,50/50_post_handover,Baniyas Square (G),Green,86,3.9,1776100,684,7364,1.9
O000203,07-02-2023,OP0113,Grande,Nakheel,tier1,Madinat Jumeirah Living,Jumeirah,25.13334,55.1874,apartment,3BR,3,2242,208.3,marina,2022,2027,200,60/40,Creek,Green,236,11.27,2831700,1263,13596,5.9
O000204,28-02-2026,OP0071,Cavalli Tower,Danube,tier2,Dubai Production City,IMPZ,25.03263,55.23328,apartment,1BR,1,829,77,city,2023,2027,200,80/20,Al Qusais,Green,378,18.76,267200,322,3471,5.5
O000205,21-06-2025,OP0018,Six Senses,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03393,55.21167,apartment,1BR,1,527,49,city,2023,2027,1500,60/40,Burj Khalifa/Dubai Mall,Red,236,19.22,192200,365,3927,6.15
O000206,01-04-2022,OP0116,Volta,DAMAC,tier1,City Walk,Al Wasl,25.20264,55.27598,apartment,2BR,2,989,91.9,golf_course,2024,2026,1500,80/20,Burj Khalifa/Dubai Mall,Red,9,0.63,1093700,1105,11899,2.9
O000207,24-04-2026,OP0039,Forte,Meraas,tier1,Emirates Hills,Emirates Hills,25.05248,55.16604,villa,3BR_villa,3,3040,282.4,city,2024,2027,1500,60/40,Al Ghubaiba,Green,316,19.44,5885900,1936,20843,5.5
O000208,28-09-2025,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,1BR,1,803,74.6,city,2022,2025,1500,60/40,Al Ras,Green,68,3.08,1199800,1494,16078,5.5
O000209,03-01-2021,OP0190,Crest Grande,Ellington,tier2,Meydan,Meydan,25.1521,55.293,apartment,2BR,2,1249,116,community,2021,2024,1500,70/30,Financial Centre,Red,85,5.35,464000,372,3999,1.9
O000210,01-04-2026,OP0080,Crest Grande,Meraas,tier1,Expo City,Dubai South,24.96292,55.16648,apartment,1BR,1,947,87.9,community,2021,2027,1500,80/20,Expo 2020,Red,22,28.23,376200,397,4278,5.5
O000211,09-03-2025,OP0070,Creek Vistas,Select Group,tier2,Dubailand,Dubailand,25.0263,55.31427,villa,5BR_villa,5,3434,319,city,2025,2027,100,10/90_post_handover,Dubai Investment Park,Red,183,19.42,1093900,319,3429,6.15
O000212,16-07-2022,OP0121,Hartland Greens,DAMAC,tier1,Motor City,Motor City,25.04796,55.2158,apartment,2BR,2,1277,118.7,sea,2024,2024,200,60/40,Palm Deira,Green,300,17.61,511200,400,4308,2.9
O000213,12-03-2023,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,1BR,1,645,59.9,sea,2024,2028,200,80/20,Business Bay,Red,7,1.83,445800,691,7441,5.9
O000214,16-10-2023,OP0166,Cavalli Tower,Ellington,tier2,Dubai Festival City,Festival City,25.22105,55.34268,apartment,2BR,2,1363,126.6,burj_khalifa,2023,2026,200,70/30,Al Jadaf,Green,12,7.36,1111300,816,8778,6.9
O000215,20-10-2021,OP0165,Aykon City,Sobha,tier1,The Meadows,Emirates Living,25.04572,55.1704,villa,3BR_villa,3,2806,260.7,marina,2021,2024,1500,60/40,Danube,Red,74,19.83,2174900,775,8343,1.9
O000216,19-06-2024,OP0071,Cavalli Tower,Danube,tier2,Dubai Production City,IMPZ,25.03263,55.23328,apartment,3BR,3,1819,168.9,community,2023,2027,200,80/20,Dubai Internet City,Red,118,18.76,557600,307,3300,6.9
O000217,29-01-2023,OP0101,Vela Residences,Omniyat,tier1,Discovery Gardens,Discovery Gardens,25.04015,55.15577,apartment,1BR,1,505,46.9,pool,2023,2028,800,60/40,Al Furjan,Red,17,21.16,147000,291,3133,5.9
O000218,07-01-2023,OP0152,Cavalli Tower,Danube,tier2,Mudon,Dubailand,25.04529,55.24163,villa,6BR_villa,6,4373,406.3,city,2024,2028,100,70/30,Noor Bank,Red,115,17.21,2151900,492,5296,5.9
O000219,30-01-2022,OP0138,Damac Bay,Nakheel,tier1,Discovery Gardens,Discovery Gardens,25.03482,55.13701,apartment,3BR,3,2102,195.3,community,2024,2027,1500,60/40,MRT-1,Red,7,22.75,516400,246,2645,1.9
